sample_id,image_path,entropy_path,entropy_mean,label,family
1b54e90fd38a7f2d,net_benign_dataset/netwindows/images/1b54e90fd38a7f2d_1.png,net_benign_dataset/netwindows/entropy/1b54e90fd38a7f2d_1_entropy.npy,0.5047787427902222,0,benign
17d7cdfd341268f5,net_benign_dataset/netwindows/images/17d7cdfd341268f5_2.png,net_benign_dataset/netwindows/entropy/17d7cdfd341268f5_2_entropy.npy,0.6728640794754028,0,benign
a1951383b4c35ab3,net_benign_dataset/netwindows/images/a1951383b4c35ab3_3.png,net_benign_dataset/netwindows/entropy/a1951383b4c35ab3_3_entropy.npy,0.7042591571807861,0,benign
3bbacdee67a55fda,net_benign_dataset/netwindows/images/3bbacdee67a55fda_4.png,net_benign_dataset/netwindows/entropy/3bbacdee67a55fda_4_entropy.npy,0.7177253365516663,0,benign
3bbacdee67a55fda,net_benign_dataset/netwindows/images/3bbacdee67a55fda_5.png,net_benign_dataset/netwindows/entropy/3bbacdee67a55fda_5_entropy.npy,0.7177253365516663,0,benign
faec71cbec895076,net_benign_dataset/netwindows/images/faec71cbec895076_6.png,net_benign_dataset/netwindows/entropy/faec71cbec895076_6_entropy.npy,0.6518151164054871,0,benign
85bc7bfb6ca93ce8,net_benign_dataset/netwindows/images/85bc7bfb6ca93ce8_7.png,net_benign_dataset/netwindows/entropy/85bc7bfb6ca93ce8_7_entropy.npy,0.7474191784858704,0,benign
2930487f5d7b766b,net_benign_dataset/netwindows/images/2930487f5d7b766b_8.png,net_benign_dataset/netwindows/entropy/2930487f5d7b766b_8_entropy.npy,0.717042088508606,0,benign
97573334d3037330,net_benign_dataset/netwindows/images/97573334d3037330_9.png,net_benign_dataset/netwindows/entropy/97573334d3037330_9_entropy.npy,0.6919081211090088,0,benign
50b963f0aa985999,net_benign_dataset/netwindows/images/50b963f0aa985999_10.png,net_benign_dataset/netwindows/entropy/50b963f0aa985999_10_entropy.npy,0.6814810037612915,0,benign
3892986310e4e24b,net_benign_dataset/netwindows/images/3892986310e4e24b_11.png,net_benign_dataset/netwindows/entropy/3892986310e4e24b_11_entropy.npy,0.6046825647354126,0,benign
8c072db9d6c62ec6,net_benign_dataset/netwindows/images/8c072db9d6c62ec6_12.png,net_benign_dataset/netwindows/entropy/8c072db9d6c62ec6_12_entropy.npy,0.6556658744812012,0,benign
80ab64e742e47249,net_benign_dataset/netwindows/images/80ab64e742e47249_13.png,net_benign_dataset/netwindows/entropy/80ab64e742e47249_13_entropy.npy,0.584375262260437,0,benign
fbf25def0709a04b,net_benign_dataset/netwindows/images/fbf25def0709a04b_14.png,net_benign_dataset/netwindows/entropy/fbf25def0709a04b_14_entropy.npy,0.6115070581436157,0,benign
50b963f0aa985999,net_benign_dataset/netwindows/images/50b963f0aa985999_15.png,net_benign_dataset/netwindows/entropy/50b963f0aa985999_15_entropy.npy,0.6814810037612915,0,benign
fbf25def0709a04b,net_benign_dataset/netwindows/images/fbf25def0709a04b_16.png,net_benign_dataset/netwindows/entropy/fbf25def0709a04b_16_entropy.npy,0.6115070581436157,0,benign
f10591e69f6d89b6,net_benign_dataset/netwindows/images/f10591e69f6d89b6_17.png,net_benign_dataset/netwindows/entropy/f10591e69f6d89b6_17_entropy.npy,0.691628098487854,0,benign
c4db063d8de31c0a,net_benign_dataset/netwindows/images/c4db063d8de31c0a_18.png,net_benign_dataset/netwindows/entropy/c4db063d8de31c0a_18_entropy.npy,0.6767683625221252,0,benign
85bc7bfb6ca93ce8,net_benign_dataset/netwindows/images/85bc7bfb6ca93ce8_19.png,net_benign_dataset/netwindows/entropy/85bc7bfb6ca93ce8_19_entropy.npy,0.7474191784858704,0,benign
d0dff898ce64dee7,net_benign_dataset/netwindows/images/d0dff898ce64dee7_20.png,net_benign_dataset/netwindows/entropy/d0dff898ce64dee7_20_entropy.npy,0.5254017114639282,0,benign
efe2ceb1b1851cd6,net_benign_dataset/netwindows/images/efe2ceb1b1851cd6_21.png,net_benign_dataset/netwindows/entropy/efe2ceb1b1851cd6_21_entropy.npy,0.6889519691467285,0,benign
8c072db9d6c62ec6,net_benign_dataset/netwindows/images/8c072db9d6c62ec6_22.png,net_benign_dataset/netwindows/entropy/8c072db9d6c62ec6_22_entropy.npy,0.6556658744812012,0,benign
