sample_id,image_path,entropy_path,entropy_mean,label,family
c7270a7c1c2b850d,net_benign_dataset/sourceforgeexe/images/c7270a7c1c2b850d_1.png,net_benign_dataset/sourceforgeexe/entropy/c7270a7c1c2b850d_1_entropy.npy,0.305332750082016,0,benign
6a334f24d5f0b795,net_benign_dataset/sourceforgeexe/images/6a334f24d5f0b795_2.png,net_benign_dataset/sourceforgeexe/entropy/6a334f24d5f0b795_2_entropy.npy,0.5373328328132629,0,benign
7c14aa2bf079798b,net_benign_dataset/sourceforgeexe/images/7c14aa2bf079798b_3.png,net_benign_dataset/sourceforgeexe/entropy/7c14aa2bf079798b_3_entropy.npy,0.5283041000366211,0,benign
c7b2e4e4fb2fcc44,net_benign_dataset/sourceforgeexe/images/c7b2e4e4fb2fcc44_4.png,net_benign_dataset/sourceforgeexe/entropy/c7b2e4e4fb2fcc44_4_entropy.npy,0.7509744167327881,0,benign
9000522b6a26fc2b,net_benign_dataset/sourceforgeexe/images/9000522b6a26fc2b_5.png,net_benign_dataset/sourceforgeexe/entropy/9000522b6a26fc2b_5_entropy.npy,0.5420379638671875,0,benign
8483245ac4114fa9,net_benign_dataset/sourceforgeexe/images/8483245ac4114fa9_6.png,net_benign_dataset/sourceforgeexe/entropy/8483245ac4114fa9_6_entropy.npy,0.4488469958305359,0,benign
d3f21d28bdc11eb8,net_benign_dataset/sourceforgeexe/images/d3f21d28bdc11eb8_7.png,net_benign_dataset/sourceforgeexe/entropy/d3f21d28bdc11eb8_7_entropy.npy,0.6046448945999146,0,benign
acc1fdca9f899360,net_benign_dataset/sourceforgeexe/images/acc1fdca9f899360_8.png,net_benign_dataset/sourceforgeexe/entropy/acc1fdca9f899360_8_entropy.npy,0.45332086086273193,0,benign
12f37735b1b0e821,net_benign_dataset/sourceforgeexe/images/12f37735b1b0e821_9.png,net_benign_dataset/sourceforgeexe/entropy/12f37735b1b0e821_9_entropy.npy,0.5465520620346069,0,benign
0445b81cead2f0bc,net_benign_dataset/sourceforgeexe/images/0445b81cead2f0bc_10.png,net_benign_dataset/sourceforgeexe/entropy/0445b81cead2f0bc_10_entropy.npy,0.5254515409469604,0,benign
b46c147868196e2c,net_benign_dataset/sourceforgeexe/images/b46c147868196e2c_11.png,net_benign_dataset/sourceforgeexe/entropy/b46c147868196e2c_11_entropy.npy,0.5687819719314575,0,benign
2309ea7e0e715ac9,net_benign_dataset/sourceforgeexe/images/2309ea7e0e715ac9_12.png,net_benign_dataset/sourceforgeexe/entropy/2309ea7e0e715ac9_12_entropy.npy,0.3139569163322449,0,benign
feead9da02a43038,net_benign_dataset/sourceforgeexe/images/feead9da02a43038_13.png,net_benign_dataset/sourceforgeexe/entropy/feead9da02a43038_13_entropy.npy,0.3219786584377289,0,benign
a332ccaf2e1fe5e1,net_benign_dataset/sourceforgeexe/images/a332ccaf2e1fe5e1_14.png,net_benign_dataset/sourceforgeexe/entropy/a332ccaf2e1fe5e1_14_entropy.npy,0.5165109634399414,0,benign
7007ac317a53a167,net_benign_dataset/sourceforgeexe/images/7007ac317a53a167_15.png,net_benign_dataset/sourceforgeexe/entropy/7007ac317a53a167_15_entropy.npy,0.5583792924880981,0,benign
4be6b979c76aed31,net_benign_dataset/sourceforgeexe/images/4be6b979c76aed31_16.png,net_benign_dataset/sourceforgeexe/entropy/4be6b979c76aed31_16_entropy.npy,0.19960516691207886,0,benign
03c12f2a927b39e4,net_benign_dataset/sourceforgeexe/images/03c12f2a927b39e4_17.png,net_benign_dataset/sourceforgeexe/entropy/03c12f2a927b39e4_17_entropy.npy,0.6142957806587219,0,benign
c7b2e4e4fb2fcc44,net_benign_dataset/sourceforgeexe/images/c7b2e4e4fb2fcc44_18.png,net_benign_dataset/sourceforgeexe/entropy/c7b2e4e4fb2fcc44_18_entropy.npy,0.7509744167327881,0,benign
5a9c1d2089ac6c93,net_benign_dataset/sourceforgeexe/images/5a9c1d2089ac6c93_19.png,net_benign_dataset/sourceforgeexe/entropy/5a9c1d2089ac6c93_19_entropy.npy,0.269574373960495,0,benign
69ae53b01afda849,net_benign_dataset/sourceforgeexe/images/69ae53b01afda849_20.png,net_benign_dataset/sourceforgeexe/entropy/69ae53b01afda849_20_entropy.npy,0.2580658495426178,0,benign
6b18364fba764b7d,net_benign_dataset/sourceforgeexe/images/6b18364fba764b7d_21.png,net_benign_dataset/sourceforgeexe/entropy/6b18364fba764b7d_21_entropy.npy,0.6513545513153076,0,benign
df1d6967d94647e0,net_benign_dataset/sourceforgeexe/images/df1d6967d94647e0_22.png,net_benign_dataset/sourceforgeexe/entropy/df1d6967d94647e0_22_entropy.npy,0.3789783716201782,0,benign
e3358a826e2be771,net_benign_dataset/sourceforgeexe/images/e3358a826e2be771_23.png,net_benign_dataset/sourceforgeexe/entropy/e3358a826e2be771_23_entropy.npy,0.6525835990905762,0,benign
a5c8b18f76006a66,net_benign_dataset/sourceforgeexe/images/a5c8b18f76006a66_24.png,net_benign_dataset/sourceforgeexe/entropy/a5c8b18f76006a66_24_entropy.npy,0.6685690879821777,0,benign
bbeb502e582596f0,net_benign_dataset/sourceforgeexe/images/bbeb502e582596f0_25.png,net_benign_dataset/sourceforgeexe/entropy/bbeb502e582596f0_25_entropy.npy,0.38904881477355957,0,benign
a3b945bcf9226ebf,net_benign_dataset/sourceforgeexe/images/a3b945bcf9226ebf_26.png,net_benign_dataset/sourceforgeexe/entropy/a3b945bcf9226ebf_26_entropy.npy,0.6435388922691345,0,benign
07470371b6c705a4,net_benign_dataset/sourceforgeexe/images/07470371b6c705a4_27.png,net_benign_dataset/sourceforgeexe/entropy/07470371b6c705a4_27_entropy.npy,0.3853912949562073,0,benign
7e2cab589582f46f,net_benign_dataset/sourceforgeexe/images/7e2cab589582f46f_28.png,net_benign_dataset/sourceforgeexe/entropy/7e2cab589582f46f_28_entropy.npy,0.6631842255592346,0,benign
4355d6cc60a01249,net_benign_dataset/sourceforgeexe/images/4355d6cc60a01249_29.png,net_benign_dataset/sourceforgeexe/entropy/4355d6cc60a01249_29_entropy.npy,0.48748016357421875,0,benign
07470371b6c705a4,net_benign_dataset/sourceforgeexe/images/07470371b6c705a4_30.png,net_benign_dataset/sourceforgeexe/entropy/07470371b6c705a4_30_entropy.npy,0.3853912949562073,0,benign
1c7f255b1cdc2b3a,net_benign_dataset/sourceforgeexe/images/1c7f255b1cdc2b3a_31.png,net_benign_dataset/sourceforgeexe/entropy/1c7f255b1cdc2b3a_31_entropy.npy,0.5117262601852417,0,benign
909a899429a6083e,net_benign_dataset/sourceforgeexe/images/909a899429a6083e_32.png,net_benign_dataset/sourceforgeexe/entropy/909a899429a6083e_32_entropy.npy,0.39451807737350464,0,benign
211081d02d29662c,net_benign_dataset/sourceforgeexe/images/211081d02d29662c_33.png,net_benign_dataset/sourceforgeexe/entropy/211081d02d29662c_33_entropy.npy,0.8258109092712402,0,benign
b881680c84d75dae,net_benign_dataset/sourceforgeexe/images/b881680c84d75dae_34.png,net_benign_dataset/sourceforgeexe/entropy/b881680c84d75dae_34_entropy.npy,0.7987990379333496,0,benign
66dbdc7784a0731d,net_benign_dataset/sourceforgeexe/images/66dbdc7784a0731d_35.png,net_benign_dataset/sourceforgeexe/entropy/66dbdc7784a0731d_35_entropy.npy,0.4297810196876526,0,benign
884e74ccc12b8c4d,net_benign_dataset/sourceforgeexe/images/884e74ccc12b8c4d_36.png,net_benign_dataset/sourceforgeexe/entropy/884e74ccc12b8c4d_36_entropy.npy,0.6126736402511597,0,benign
56a064a4f09c9794,net_benign_dataset/sourceforgeexe/images/56a064a4f09c9794_37.png,net_benign_dataset/sourceforgeexe/entropy/56a064a4f09c9794_37_entropy.npy,0.5164646506309509,0,benign
7989fe769c92c5dd,net_benign_dataset/sourceforgeexe/images/7989fe769c92c5dd_38.png,net_benign_dataset/sourceforgeexe/entropy/7989fe769c92c5dd_38_entropy.npy,0.46067196130752563,0,benign
adbd210447951986,net_benign_dataset/sourceforgeexe/images/adbd210447951986_39.png,net_benign_dataset/sourceforgeexe/entropy/adbd210447951986_39_entropy.npy,0.269415020942688,0,benign
141da337031cf267,net_benign_dataset/sourceforgeexe/images/141da337031cf267_40.png,net_benign_dataset/sourceforgeexe/entropy/141da337031cf267_40_entropy.npy,0.6083478927612305,0,benign
9fe417dc446abaf5,net_benign_dataset/sourceforgeexe/images/9fe417dc446abaf5_41.png,net_benign_dataset/sourceforgeexe/entropy/9fe417dc446abaf5_41_entropy.npy,0.47127407789230347,0,benign
15e85042330e8d22,net_benign_dataset/sourceforgeexe/images/15e85042330e8d22_42.png,net_benign_dataset/sourceforgeexe/entropy/15e85042330e8d22_42_entropy.npy,0.5127458572387695,0,benign
ff06b38748f2e56e,net_benign_dataset/sourceforgeexe/images/ff06b38748f2e56e_43.png,net_benign_dataset/sourceforgeexe/entropy/ff06b38748f2e56e_43_entropy.npy,0.7112680673599243,0,benign
8653761003c5470e,net_benign_dataset/sourceforgeexe/images/8653761003c5470e_44.png,net_benign_dataset/sourceforgeexe/entropy/8653761003c5470e_44_entropy.npy,0.254121869802475,0,benign
670da44dc216571b,net_benign_dataset/sourceforgeexe/images/670da44dc216571b_45.png,net_benign_dataset/sourceforgeexe/entropy/670da44dc216571b_45_entropy.npy,0.44980305433273315,0,benign
86bdc1f9eb442791,net_benign_dataset/sourceforgeexe/images/86bdc1f9eb442791_46.png,net_benign_dataset/sourceforgeexe/entropy/86bdc1f9eb442791_46_entropy.npy,0.23636212944984436,0,benign
3b72162d437a2ea4,net_benign_dataset/sourceforgeexe/images/3b72162d437a2ea4_47.png,net_benign_dataset/sourceforgeexe/entropy/3b72162d437a2ea4_47_entropy.npy,0.5616917014122009,0,benign
140ba1935b6d0038,net_benign_dataset/sourceforgeexe/images/140ba1935b6d0038_48.png,net_benign_dataset/sourceforgeexe/entropy/140ba1935b6d0038_48_entropy.npy,0.38713645935058594,0,benign
9149c19a31ff9ca7,net_benign_dataset/sourceforgeexe/images/9149c19a31ff9ca7_49.png,net_benign_dataset/sourceforgeexe/entropy/9149c19a31ff9ca7_49_entropy.npy,0.7511029243469238,0,benign
a6e9607a7b2029ed,net_benign_dataset/sourceforgeexe/images/a6e9607a7b2029ed_50.png,net_benign_dataset/sourceforgeexe/entropy/a6e9607a7b2029ed_50_entropy.npy,0.9644284248352051,0,benign
d0966b5f2c879f3e,net_benign_dataset/sourceforgeexe/images/d0966b5f2c879f3e_51.png,net_benign_dataset/sourceforgeexe/entropy/d0966b5f2c879f3e_51_entropy.npy,0.06769872456789017,0,benign
e103e2d7fe03d5dc,net_benign_dataset/sourceforgeexe/images/e103e2d7fe03d5dc_52.png,net_benign_dataset/sourceforgeexe/entropy/e103e2d7fe03d5dc_52_entropy.npy,0.6085709929466248,0,benign
ec6d132e2614b8a9,net_benign_dataset/sourceforgeexe/images/ec6d132e2614b8a9_53.png,net_benign_dataset/sourceforgeexe/entropy/ec6d132e2614b8a9_53_entropy.npy,0.22821272909641266,0,benign
6a32eecf4ac55dde,net_benign_dataset/sourceforgeexe/images/6a32eecf4ac55dde_54.png,net_benign_dataset/sourceforgeexe/entropy/6a32eecf4ac55dde_54_entropy.npy,0.5365525484085083,0,benign
8feb3a4bfc4f7ef0,net_benign_dataset/sourceforgeexe/images/8feb3a4bfc4f7ef0_55.png,net_benign_dataset/sourceforgeexe/entropy/8feb3a4bfc4f7ef0_55_entropy.npy,0.4159279763698578,0,benign
f429a088576eb1f2,net_benign_dataset/sourceforgeexe/images/f429a088576eb1f2_56.png,net_benign_dataset/sourceforgeexe/entropy/f429a088576eb1f2_56_entropy.npy,0.8677603006362915,0,benign
9719d0895778b324,net_benign_dataset/sourceforgeexe/images/9719d0895778b324_57.png,net_benign_dataset/sourceforgeexe/entropy/9719d0895778b324_57_entropy.npy,0.6337552070617676,0,benign
c606729c1fb9dec2,net_benign_dataset/sourceforgeexe/images/c606729c1fb9dec2_58.png,net_benign_dataset/sourceforgeexe/entropy/c606729c1fb9dec2_58_entropy.npy,0.4560670554637909,0,benign
d0966b5f2c879f3e,net_benign_dataset/sourceforgeexe/images/d0966b5f2c879f3e_59.png,net_benign_dataset/sourceforgeexe/entropy/d0966b5f2c879f3e_59_entropy.npy,0.06769872456789017,0,benign
c7b2e4e4fb2fcc44,net_benign_dataset/sourceforgeexe/images/c7b2e4e4fb2fcc44_60.png,net_benign_dataset/sourceforgeexe/entropy/c7b2e4e4fb2fcc44_60_entropy.npy,0.7509744167327881,0,benign
